ticker,date,ev,evebit,evebitda,marketcap,pb,pe,ps
IRWD,2/16/2024,2905.6,-3.2,-3.2,2282.2,-6.6,-2.3,5.2
ISDR,2/16/2024,73.9,25.7,13.1,57.9,1.6,41.9,1.8
ISPC,2/16/2024,1.6,-0.2,-0.2,4.1,0.3,-0.4,0.4
ISPO,2/16/2024,269.6,-3,3.8,27,-1.1,-0.3,0.1
ISPR,2/16/2024,630.7,-130,-168.4,651.8,21,-106.9,5.6
ISRG,2/16/2024,130651,67.4,54.6,133401.1,10,74.2,18.7
ISRL,2/16/2024,212.8,49.7,49.7,213.6,-47,49.9,
ISSC,2/16/2024,152.2,17.3,15.5,142.1,3.6,22.3,3.8
ISTR,2/16/2024,428.2,15.9,13.9,165.7,0.8,7.5,1.9
ISUN,2/16/2024,18.6,-0.4,-0.5,7.9,0.3,-0.2,0.1
IT,2/16/2024,36629.9,28.6,23.8,34977.2,51.4,39.6,5.9
ITCI,2/16/2024,7196.7,-46.5,-46.6,7280.4,12.1,-46.9,17.3
ITGR,2/16/2024,4296.3,27.8,16.4,3312.3,2.3,40.2,2.1
ITI,2/16/2024,208.8,67.7,27.4,224,3.3,90.1,1.3
ITIC,2/16/2024,271.5,9.3,8.5,295.3,1.2,12.6,1.2
ITOS,2/16/2024,155.4,-2.7,-2.7,353.9,0.6,-5.7,5.3
ITP,2/16/2024,6.2,-1.3,0.7,3,0,-0.2,0
ITRG,2/16/2024,50.7,-1.9,-1.9,55,1.2,-1.9,
ITRI,2/16/2024,3712.7,38.5,21.7,3480.2,2.8,46.6,1.7
ITRM,2/16/2024,34,-1.1,-1.2,19.3,5.6,-0.6,
ITRN,2/16/2024,491.4,8,6,524.7,3.2,11.5,1.7
ITT,2/16/2024,9855.9,18.7,15.5,10157.4,4,24.7,3.1
ITUB,2/16/2024,94777.9,10.3,9.3,68138.7,2,11.4,2.9
ITW,2/16/2024,82970.3,20.3,18.5,75871.3,25.2,25.7,4.7
IVA,2/16/2024,152.4,-1.9,-2,139.5,-17.1,-1.6,5.9
IVAC,2/16/2024,61.8,-6,-7,106,0.9,-8.7,2
IVCA,2/16/2024,180.3,18.1,18.1,180.1,-73.2,18.1,
IVCB,2/16/2024,309.4,-68.2,-68.2,306.1,-9.4,-67.4,
IVCP,2/16/2024,86.1,19,19,85.8,-27.5,18.9,
IVDA,2/16/2024,8.8,-2.9,-2.9,14.3,2.1,-4.6,1.9
IVP,2/16/2024,14.7,-4.2,-5.1,1.1,0.4,-0.2,0.1
IVR,2/16/2024,5048.9,-765.3,-765.3,421.6,0.5,-14.4,31.4
IVT,2/16/2024,2453.4,56.5,15.6,1738.6,1.1,330,6.7
IVVD,2/16/2024,283.2,-1.7,-1.7,462.5,1.9,-2.7,
IVZ,2/16/2024,13856.6,14.5,12.2,6941.1,0.5,19.3,1.2
IX,2/16/2024,58522,15,9.2,24924.2,1,13,1.4
IXHL,2/16/2024,59.7,-3.4,-3,73.8,3.9,-4.2,
IZEA,2/16/2024,-4.3,0.6,0.8,30.8,0.5,-4.6,0.9
IZM,2/16/2024,94.8,36.7,30,86.3,5.6,49.3,0.4
J,2/16/2024,20962.1,20.9,16,18538.5,2.8,26.4,1.1
JACK,2/16/2024,4476,16.5,13.4,1499,-2.1,11.5,0.9
JAGX,2/16/2024,36.3,-1.2,-1.3,4,2.9,-0.1,0.4
JAKK,2/16/2024,275.2,5.2,4.5,345.9,1.7,4,0.5
JAMF,2/16/2024,2754.1,-23.1,-43.9,2615.3,3.7,-23,4.8
JAN,2/16/2024,4.7,1.3,0.9,5.1,0.4,0.5,0.5
JANX,2/16/2024,442.3,-7.1,-7.3,435.4,1.2,-7,51.4
JAZZ,2/16/2024,12423.2,66.7,15.3,7981.7,2.3,99.8,2.1
JBGS,2/16/2024,3935.8,99.3,15.5,1568.5,0.7,-23.8,2.6
JBHT,2/16/2024,23205.7,21.6,12.3,21835.3,5.4,28.1,1.7
JBI,2/16/2024,2770,11.7,9.8,2264.1,4.7,17.1,2.1
JBL,2/16/2024,19356.1,13.9,8.6,17665.1,7,22.4,0.5
JBLU,2/16/2024,6424.4,-51.8,12.9,2361.4,0.7,-7.6,0.2
JBSS,2/16/2024,1214.6,13.1,10.6,1170.4,3.8,17.4,1.2
JBT,2/16/2024,3536.5,5.8,5.1,3292.4,2.4,5.9,1.7
JCI,2/16/2024,47556.8,22.9,16.1,38748.8,2.3,18.4,1.4
JCSE,2/16/2024,8.1,5.5,4.1,4.5,0.4,4.7,0.3
JCTCF,2/16/2024,16.5,7.3,6.2,20.1,0.8,14.9,0.4
JD,2/16/2024,30731.8,6.6,8.8,38110.2,1.2,11.7,0.3
JEF,2/16/2024,33608.9,90.9,69.6,8714.8,0.9,33.1,1.9
JELD,2/16/2024,2731.2,11,7.1,1639.5,2,12.5,0.3
JEWL,2/16/2024,18.6,-1,-1,15.4,4,-0.7,8.5
JFBR,2/16/2024,0.5,-0.1,-0.1,2.6,0.2,-1,0.4
JFIN,2/16/2024,278.8,1.2,1.4,296.9,1,1.4,0.4
JFU,2/16/2024,-294.8,3.6,3.6,35.3,0.1,-0.4,0.3
JG,2/16/2024,8.8,-0.8,-0.9,19.2,1.6,-1.8,0.5
JHG,2/16/2024,4212.6,10,9.4,5047.6,1.1,15,2.5
JHX,2/16/2024,17176.4,21,16.7,16408,8.7,30.6,4.3
JILL,2/16/2024,511.7,7.2,5.5,272.9,8.6,8.4,0.5
JJSF,2/16/2024,2963.1,26.3,16.7,2865.9,3.1,36,1.8
JKHY,2/16/2024,12796.5,25.5,18.3,12568.2,7.3,33.7,5.8
JKS,2/16/2024,6797.4,8.4,13.1,1358.4,0.5,2.4,0.1
JL,2/16/2024,541.1,68.6,67.1,543.7,47.9,81.7,14.2
JLL,2/16/2024,12175.3,29.3,18.6,8988.4,1.5,39.5,0.4
JMIA,2/16/2024,446.3,-5.8,-6.7,477.9,6.4,-4.3,2.4
JMSB,2/16/2024,154,12.1,10.7,263.6,1.2,29.8,6.1
JNJ,2/16/2024,387052.5,10.2,8.5,376859.5,5.3,10.9,4
JNPR,2/16/2024,12516.4,36.9,23.4,11884.8,2.6,38.3,2.1
JNVR,2/16/2024,7.2,-3.7,-3.7,12.9,2.2,-6.7,6.1
JOAN,2/16/2024,2017.3,-10.1,35.5,23.6,-0.1,-0.1,0
JOB,2/16/2024,24.5,110.9,5,40.8,0.4,5.7,0.3
JOBY,2/16/2024,3233.9,-7,-7.4,4317.2,3.9,-9.3,
JOE,2/16/2024,3690.1,24.4,19.9,3150.9,4.7,34,8.7
JOUT,2/16/2024,441.8,18.6,10.7,468.7,0.9,26.6,0.8
JPM,2/16/2024,683221.2,11.1,10.1,517577.2,1.6,10.5,3.4
JRSH,2/16/2024,18.9,17.1,4.2,38,0.6,-42.2,0.3
JRVR,2/16/2024,386,3,3,399.4,0.7,6.6,0.4
JSPR,2/16/2024,110,-1.8,-1.8,211.3,2.2,-3.5,
JT,2/16/2024,0.4,-0.1,0,15.4,0.3,-2.3,0.1
JTAI,2/16/2024,10.9,-0.5,-0.6,9.6,-2.3,-0.5,0.3
JVA,2/16/2024,16.9,-31.3,45.1,7,0.3,-8.4,0.1
JVSAU,2/16/2024,68.5,-34250,-34250,68.3,-962,-34150,
JWEL,2/16/2024,5.3,-0.5,-0.6,4.2,0.1,-0.4,0
JWN,2/16/2024,7383.9,33.3,7.5,3262.9,4.5,27.7,0.2
JWSM,2/16/2024,309.4,19.9,19.9,308.6,-54,19.8,
JXJT,2/16/2024,13.3,-0.3,-0.3,13.7,1,-0.3,0.3
JXN,2/16/2024,6024.2,2.8,2.8,4110.2,0.4,2.3,2.2
JYD,2/16/2024,25.5,23.9,9.2,22.2,4.6,39.6,0.2
JYNT,2/16/2024,161.1,92.5,16.4,153.6,4.4,119.4,1.3
JZ,2/16/2024,14.6,0,-0.1,41.5,0.2,-0.1,0.1
JZXN,2/16/2024,2.7,-0.2,-0.2,2.4,0.7,-0.1,0.8
K,2/16/2024,25574.6,18.3,13.7,18999.6,4.7,23,1.2
KA,2/16/2024,23.3,-0.5,-0.5,29.4,10.8,-0.6,8.9
KACL,2/16/2024,53.8,229.9,229.9,52,-11,222.2,
KAI,2/16/2024,4019.8,24.2,20.1,3969.6,5.4,34.6,4.2
KALA,2/16/2024,-0.9,0,0,19.1,1.7,-0.4,
KALU,2/16/2024,2083.8,34.8,13,1057.9,1.7,80.1,0.3
KALV,2/16/2024,462.4,-4.6,-4.6,513.5,4.5,-5.1,
KAMN,2/16/2024,1836.8,-70,71.6,1279.4,1.9,-26.5,1.7
KAR,2/16/2024,1704.3,43.5,12.2,1540.3,1.2,-11.7,0.9
KARO,2/16/2024,734.3,14.1,8.9,762,5.4,21.7,3.6
KAVL,2/16/2024,8.2,-0.8,-0.8,6.9,0.5,-0.6,0.5
KB,2/16/2024,112355.2,24.3,21.2,19696,0.5,5.8,6.4
KBH,2/16/2024,5611.2,7.3,6.9,4648.4,1.2,7.9,0.7
KBR,2/16/2024,9098.4,-3032.8,65.5,7464.4,4.8,-38.7,1.1
KC,2/16/2024,431.6,-1.4,-2.7,663.6,0.7,-2,0.6
KCGI,2/16/2024,122.9,12.5,12.5,123.2,-7.7,12.6,
KD,2/16/2024,7457.4,-22.5,7.8,4933.4,4.1,-4.8,0.3
KDP,2/16/2024,55906.5,18.8,15.9,43306.5,1.7,22.3,2.9
KE,2/16/2024,816.7,8.6,6.3,534.9,1,9.8,0.3
KELYA,2/16/2024,758.8,31.2,10.1,811.3,0.7,33.7,0.2
KEN,2/16/2024,2161.9,-2.2,-2.4,1370.9,1.1,-1.3,2
KEP,2/16/2024,114171,-5.1,-8.9,10130.2,0.3,-0.5,0.2
KEQU,2/16/2024,104.9,7.6,6.3,83.6,2,12.1,0.4
KEX,2/16/2024,6256.1,19.9,12,5056,1.6,25.5,1.7
KEY,2/16/2024,37223.2,23.6,21.7,13173.2,1,11.5,2.2
KEYS,2/16/2024,26724.4,18.6,16.2,27170.4,5.8,25.7,5
KFFB,2/16/2024,89.3,-199.3,-433.5,32.5,0.7,-92.9,4.3
KFRC,2/16/2024,1373.7,18.8,16.7,1348.6,7.5,25.7,0.8
KFS,2/16/2024,258.9,10.3,8.9,246.1,7.8,14.5,2.7
KFY,2/16/2024,3006.1,17.2,12.1,3087.3,1.9,29.8,1.1
KGC,2/16/2024,8113,10,4.5,6225.1,1,15,1.5
KGEI,2/16/2024,130.6,7.4,5.2,105.8,0.6,6.4,2.8
KGS,2/16/2024,3647.3,11.8,7.5,1871.5,1.6,17.6,2.6
KHC,2/16/2024,60860,13.4,11,42228,0.9,14.8,1.6
KIDS,2/16/2024,690,-31,-105.5,688,1.8,-31.1,4.8
KIM,2/16/2024,18982.7,23,14.2,12168.1,1.3,27.7,6.9
KIND,2/16/2024,709,-5.1,-5.3,689.4,1.2,-4.9,3.2
KINS,2/16/2024,46.6,-3.7,-5,36.5,1.4,-2.8,0.3
KIQ,2/16/2024,6.5,-3.1,-5.6,8.3,0.9,-3.5,0.8
KIRK,2/16/2024,241,-6.4,-9.6,36.6,-5,-0.9,0.1
KITT,2/16/2024,39.1,-3.4,-3.7,14.1,-5.3,-0.7,1.6
KKR,2/16/2024,118940.2,18.2,18.2,84659.9,4.1,31.1,6.7
KLAC,2/16/2024,93664.5,27.4,24.5,89436.8,29.4,33,9.2
KLG,2/16/2024,1889.7,-72.7,45,1294.7,6.6,-51.8,0.5
KLIC,2/16/2024,2461.1,37.5,25.4,2837.3,2.4,54.7,3.8
KLTR,2/16/2024,242.1,-6,-6.8,224.8,7,-4.6,1.3
KLXE,2/16/2024,419.6,5.4,2.9,157,3.3,3.8,0.2
KMB,2/16/2024,46740.9,18.6,14.3,39849.9,43.6,22.6,2
KMDA,2/16/2024,228.1,28.4,11.1,274.8,1.2,44.5,1.8
KMI,2/16/2024,68952.7,13.9,9.6,38031.7,1.3,15.4,2.4
KMPR,2/16/2024,5181.9,231.3,77.6,3856.8,1.5,-14.2,0.8
KMT,2/16/2024,2520,14.3,8.2,1944.5,1.5,16,0.9
KMX,2/16/2024,30234.6,38.7,29.2,11351.4,1.9,22.8,0.4
KN,2/16/2024,1483.6,-8.7,-11.9,1502.8,1.5,-8.2,2.2
KNDI,2/16/2024,139.2,-37.3,17.1,234.6,0.6,-53.5,1.8
KNF,2/16/2024,4547.3,24.1,14.8,3936.4,3.2,33.9,1.6
KNOP,2/16/2024,1116.6,27.3,7.3,190.3,0.4,-8.3,0.7
KNSA,2/16/2024,1297.6,-105.8,-192.2,1402.5,3.5,-209.6,5.6
KNSL,2/16/2024,11724.1,33.7,33.4,11703.3,12.7,43,10.5
KNTE,2/16/2024,71.5,-0.6,-0.6,120.1,0.7,-0.9,
KNTK,2/16/2024,8725.1,24.4,13.8,5069.1,-6,30.3,4.2
KNW,2/16/2024,37.9,-2.6,-2.7,39.9,32.5,-2,
KNX,2/16/2024,11931.6,20.6,8.7,9169,1.3,24.4,1.3
KO,2/16/2024,282723.5,19.7,18.2,256767.5,9.8,23.8,5.7
KOD,2/16/2024,15.4,-0.1,-0.1,283.9,0.9,-1,
KODK,2/16/2024,405.2,3,2.5,279.2,0.3,3.6,0.2
KOF,2/16/2024,23710.4,259.6,35.4,21165.9,3,390.6,32.8
KOP,2/16/2024,1957.9,10.5,8.2,1063.4,2.3,11.8,0.5
KOPN,2/16/2024,299.4,-15.5,-16,306.7,8.9,-15.8,7
KORE,2/16/2024,485.1,-2.8,-3.1,77.1,1.1,-0.4,0.3
KOS,2/16/2024,4989.4,21.6,7.3,2742.4,2.7,35.4,1.6
KOSS,2/16/2024,23.1,-19.3,-23.1,25.6,0.8,-25,1.9
KPLT,2/16/2024,19.7,-1.8,0.2,58.1,-30.8,-1.8,0.3
KPRX,2/16/2024,-0.5,0,0,4.9,0.6,-0.4,
KPTI,2/16/2024,278.5,-2.4,-2.4,145.5,-1.4,-1,1
KR,2/16/2024,52387.3,17.6,7.8,34273.3,3.1,18.2,0.2
KRC,2/16/2024,8796.9,26.9,12.9,4254.3,0.8,20,3.8
KREF,2/16/2024,6579.7,-218.3,-218.3,655.7,0.5,-12.2,3.2
KRG,2/16/2024,7522.9,52.4,12.9,4712.4,1.3,122.7,5.7
KRKR,2/16/2024,15.6,-1.2,2.8,17.6,0.5,-1.4,0.4
KRMD,2/16/2024,92.1,-9,-9.8,98.2,3.6,-11.9,3.4
KRNT,2/16/2024,908.1,-10.4,-12.5,924.1,1.2,-14.4,4.2
KRNY,2/16/2024,2028.1,68.3,57.2,434.9,0.5,23.7,2.9
KRO,2/16/2024,1295.1,-18.1,-72.8,1016.8,1.2,-16,0.6
KRON,2/16/2024,29.4,-0.2,-0.3,59.5,0.3,-0.5,14.9
KROS,2/16/2024,1507.5,-10.6,-10.7,1782.3,6,-12.5,222787.5
KRP,2/16/2024,1760.5,16.8,9.7,1487.7,2.1,18.9,5.6
KRRO,2/16/2024,-3.6,0.1,0.1,38.7,1.1,-0.7,
KRT,2/16/2024,602.3,13.1,10.7,564.6,3.7,17.1,1.4
KRTX,2/16/2024,11837.7,-30,-30.1,12006.7,9.1,-30.3,2024.1
KRUS,2/16/2024,1210.7,649.2,82.9,1150.6,7,745.7,5.8
KRYS,2/16/2024,2838.5,-95.2,-108.5,3203.4,4.2,-107.5,374.4
KSCP,2/16/2024,35.5,-1.3,-1.5,38.5,-1.5,-1.4,3.2
KSPI,2/16/2024,17096.6,10.8,10.8,18084.6,8.2,14,6.5
KSS,2/16/2024,10907.2,94,11.2,3051.2,0.8,-21.5,0.2
KT,2/16/2024,13590.4,7,7,7461.1,0.6,7.7,0.4
KTB,2/16/2024,4311.6,13.4,12,3541,10.2,16.6,1.3
KTCC,2/16/2024,181,10.9,5.1,51.1,0.4,11.5,0.1
KTOS,2/16/2024,2896.4,141.3,44.4,2700,2.8,-303.4,2.6
KTRA,2/16/2024,3.1,-0.3,-0.3,3.8,-23.2,-0.4,
KTTA,2/16/2024,-11.7,0.7,0.8,7.5,0.3,-0.5,31.1
KUKE,2/16/2024,64.9,-0.5,-0.5,57.7,5.9,-0.5,3.7
KULR,2/16/2024,21.8,-1,-1.1,17.1,14.3,-0.7,1.8
KURA,2/16/2024,1520.2,-10.7,-10.8,1531.5,3.6,-10.7,
KVAC,2/16/2024,200.5,,,201.2,-102.1,,
KVHI,2/16/2024,88.3,-32.9,8.2,98.6,0.6,-36,0.7
KVUE,2/16/2024,43616.7,16.5,13.3,36480.7,3.3,17.5,2.4
KVYO,2/16/2024,7065.6,-853.1,443.9,7734.9,8.5,-817.4,13.2
KW,2/16/2024,6332,29.2,16.9,1412,0.7,-19.8,2.5
KWE,2/16/2024,6.3,-1.2,-1.4,7.8,2.9,-1.4,10.1
KWR,2/16/2024,4295.9,37.3,21.9,3647.9,2.7,219.8,1.9
KXIN,2/16/2024,4.4,-0.3,-0.1,4.3,0.1,-0.2,0.1
KYCH,2/16/2024,66.8,32.6,32.6,65.6,-31.8,32,
KYMR,2/16/2024,2136.9,-12.8,-13,2142.9,5.4,-12.8,
KYTX,2/16/2024,1190.4,-41.3,-45.1,1204.3,-10.8,-41.7,171.4
KZIA,2/16/2024,5.8,-0.4,-0.5,8,1,-0.6,533.3
KZR,2/16/2024,54.2,-0.6,-0.6,61.1,0.3,-0.7,8.7
L,2/16/2024,25122.4,11.1,9,16518.4,1.1,11.5,1
LAAC,2/16/2024,737.2,12.6,12.5,689.2,0.5,19.1,
LAB,2/16/2024,224.1,-3.2,-3.4,204,-1.5,-2.7,1.9
LABP,2/16/2024,-25,1.2,1.2,17.5,0.5,-0.8,
LAC,2/16/2024,580,-9.1,-9.3,734.2,2.5,-10.8,
LAD,2/16/2024,17982.8,10.7,9.2,8030.5,1.3,7.8,0.3
LADR,2/16/2024,4107.6,39,30,1354.8,0.9,13.4,5.1
LAES,2/16/2024,34.5,13.8,11.6,21.4,-33.2,4.2,0.8
LAKE,2/16/2024,105.3,11.3,9.5,121,1,18.4,1
LAMR,2/16/2024,15581.1,26.1,16.1,10939.3,9.2,26.5,5.2
LANC,2/16/2024,5188,31,23.3,5308.5,5.8,41.1,2.8
LAND,2/16/2024,1042.6,27.4,13.9,483.5,0.7,-46.7,5.3
LANV,2/16/2024,435.3,-2,-2.5,264.6,1,-1.1,0.6
LARK,2/16/2024,196,15.8,13,108.9,1,10.1,1.9
LASE,2/16/2024,1,-0.2,-0.3,8.7,0.5,-2,1.9
LASR,2/16/2024,633.5,-11.8,-17.7,671.3,2.6,-13.1,3.1
LATG,2/16/2024,97.8,22.1,22.1,98.7,-19.2,22.3,
LAUR,2/16/2024,2423.1,9.5,6.9,2036.3,2.1,19.4,1.4
LAW,2/16/2024,337,-6.2,-6.9,485,2.4,-8.8,3.6
LAZ,2/16/2024,5763.5,-55.6,4896.8,4269.3,11.8,-44.2,1.8
LAZR,2/16/2024,1575.4,-2.8,-3,1016.9,-6.1,-1.8,17.3
LBAI,2/16/2024,1730.6,13.3,11.9,817.4,0.7,8.3,2.6
LBBB,2/16/2024,25.9,17.3,17.3,25.1,-6.7,16.7,
LBC,2/16/2024,1494,29.1,27.9,490.3,0.7,13.6,4.1
LBPH,2/16/2024,484,-9.5,-9.5,507.4,9.7,-10,
LBRDA,2/16/2024,12691.2,12.1,9.9,8831.2,1,13.4,9
LBRT,2/16/2024,3885.5,5.1,3.3,3517,1.9,6.3,0.7
LBTYA,2/16/2024,22835.7,-7.6,-33.6,6833.6,0.4,-1.7,0.9
LC,2/16/2024,-366.4,-5.9,-3.4,955,0.8,18.2,1
LCA,2/16/2024,144.7,36.7,36.7,142.6,-24.4,54.8,
LCAA,2/16/2024,262.3,326.2,326.2,262.3,-11.2,326.2,
LCFY,2/16/2024,6.1,-2.5,-2.5,7.7,2.4,-3.1,2.2
LCID,2/16/2024,9411.1,-3.6,-4,8493.8,1.6,-3.2,12.2
LCII,2/16/2024,4214.9,43.1,18.3,3091.4,2.3,62.5,0.8
LCNB,2/16/2024,266.9,11.3,10.1,161.4,0.8,8.4,2.2
LCTX,2/16/2024,169.3,-6.9,-7.1,197.7,2.9,-8.6,22.5
LCUT,2/16/2024,527.9,28.4,14,221.4,1,-28.2,0.3
LCW,2/16/2024,165.8,16.8,16.8,164.6,-35.3,16.7,
LDI,2/16/2024,4131.5,-114.3,216.6,805.9,2.1,-5,0.9
LDOS,2/16/2024,21234.6,35,22.7,16813.6,4,84.5,1.1
LDTC,2/16/2024,162.5,-2,-2,118.5,16.5,-1.5,19.2
LDWY,2/16/2024,-7.3,-3.7,-3.7,7.7,0.5,3.8,0.3
LE,2/16/2024,639.4,-8.8,-18.6,307.2,1.2,-2.5,0.2
LEA,2/16/2024,9347.8,10.9,6.4,7773.7,1.6,13.6,0.3
LECO,2/16/2024,15062.1,22.5,20,14294.2,11.7,28.7,3.5
LEDS,2/16/2024,13.3,-5.3,-8.2,8,11.4,-2.9,1.3
LEE,2/16/2024,541.4,15.5,8.3,60.8,3.1,-10.7,0.1
LEG,2/16/2024,4550.1,12.2,8.2,2639.7,1.6,12.4,0.5
LEGH,2/16/2024,625.8,7.7,7.8,611.3,1.4,9.1,2.6
LEGN,2/16/2024,9646.3,-18.8,-23.2,10563.8,7.9,-19.9,64.2
LEJU,2/16/2024,-73.1,1.2,0.9,21.1,0.6,-0.4,0.1
LEN,2/16/2024,38714.2,7.5,7.3,42184.9,1.6,10.7,1.2
LESL,2/16/2024,2504,27,19.8,1452.1,-7.3,80.9,1
LEU,2/16/2024,647.6,7.5,7,690,21.4,8.2,2.2
LEV,2/16/2024,637.9,-15.3,-31.6,407.2,1,-7.9,1.7
LEVI,2/16/2024,8877.1,28.5,18.6,7107.9,3.5,28.5,1.2
LEXX,2/16/2024,20.5,-3.4,-3.5,22.3,6,-3.7,80.8
LFCR,2/16/2024,372.3,-3.7,-4.2,248.3,7.3,-2.1,1.6
LFLY,2/16/2024,22.8,-1.9,-2.1,8,-0.6,-0.5,0.2
LFMD,2/16/2024,274.2,-10.7,-13.9,269.3,-21.3,-8.4,2
LFST,2/16/2024,2947.3,-14.7,-53,2506.4,1.7,-13.3,2.5
LFT,2/16/2024,1259.3,74.9,74.9,116.5,0.5,9.7,4.2
LFUS,2/16/2024,6523.9,17.7,12.9,6158,2.5,23.7,2.6
LFVN,2/16/2024,84.5,22.4,9.4,88.1,3.2,29.8,0.4
LFWD,2/16/2024,24.4,-1.1,-1.1,54.9,1.1,-2.5,6
LGCB,2/16/2024,38.8,25.3,24.1,38.7,8.1,36.3,1.8
LGF.B,2/16/2024,5884.8,-6.6,6.8,2006.3,-6.2,-1.7,0.5
LGHL,2/16/2024,-11.9,1.5,0.4,2,0.1,-0.1,0.1
LGIH,2/16/2024,4134.6,17.2,17.1,2991.2,1.7,16.5,1.3
LGL,2/16/2024,-8.7,20.1,20.7,32.1,0.8,139,-1.5
LGMK,2/16/2024,-5.3,0.7,0.8,1.4,0.1,-0.2,0.1
LGND,2/16/2024,1271.4,17.3,11.1,1284.3,1.9,77.9,9.9
LGO,2/16/2024,156.4,-5.7,151.6,130,0.5,-3.8,0.6
LGVC,2/16/2024,135.9,-82.5,-82.5,135.5,-7.5,-82.3,
LGVN,2/16/2024,12.8,-0.6,-0.6,12.6,1.9,-0.6,16.4
LH,2/16/2024,23994.7,24,13.6,18392.7,2.3,27.8,1.4
LHX,2/16/2024,53951.7,25.4,17,40178.7,2.2,27.1,2.2
LI,2/16/2024,22689.6,25.4,46.8,31191.3,4.3,36.2,2.3
LIAN,2/16/2024,414.9,-4.8,-4.8,515.5,2.5,-5.9,
LIBY,2/16/2024,84.6,60,60,79.9,-9.7,151.6,
LICN,2/16/2024,18.1,2.6,1.7,36.8,0.7,7.6,1.1
LICY,2/16/2024,280.7,-7.7,-10.6,67.8,0.2,-1.3,5.1
LIDR,2/16/2024,-15.6,0.2,0.2,8.2,0.2,-0.1,3.3
LIFE,2/16/2024,120.3,-2.8,-3,118.3,1.2,-2.7,11
LIFW,2/16/2024,751.4,3,3,113.6,0.4,-2.9,13.2
LII,2/16/2024,17424,22.1,19.9,15957.4,55.9,27,3.2
LILA,2/16/2024,8782.4,10.8,5,1355.9,0.7,7.4,0.3
LILM,2/16/2024,263.4,-1,-1,380,-4.1,-0.7,
LIN,2/16/2024,223402.3,28.3,19.1,209293.3,5.4,35,6.4
LINC,2/16/2024,366.9,9.7,8.3,310.1,2,11.3,0.8
LIND,2/16/2024,909.7,731.3,19.4,490.1,-2.5,-9,0.9
LINK,2/16/2024,78,53.5,43.8,83,6.3,77.1,6.9
LIPO,2/16/2024,3.5,-0.8,-0.8,5.8,2.6,-1.4,12.1
LIQT,2/16/2024,18.8,-2.5,-3.8,19.8,1,-2.6,1.1
LITB,2/16/2024,42.2,-0.6,-0.6,114.2,-26.6,-2.1,0.2
LITE,2/16/2024,5774,-25.4,186.3,3354.5,2.6,-12.6,2.3
LITM,2/16/2024,16.1,-1.4,-1.4,18.9,1.1,-1.7,
LIVE,2/16/2024,327.6,25.3,9.6,78.6,0.8,-29.9,0.2
LIVN,2/16/2024,2766.8,36.4,20.3,2687.1,2.2,936.9,2.4
LIXT,2/16/2024,1.2,-0.2,-0.2,6.3,1.3,-1.1,
LKCO,2/16/2024,16.6,-0.4,-0.5,15.6,0.2,-0.4,0.4
LKFN,2/16/2024,1612.5,15.3,14.5,1668.8,3,18.5,7.1
LKQ,2/16/2024,18680.6,12.6,10.6,13390.6,2.2,14.1,1
LL,2/16/2024,284.7,-3.2,-4,66,0.4,-0.7,0.1
LLAP,2/16/2024,322.1,-3.3,-3.6,184.9,-1.6,-1.3,1.4
LLY,2/16/2024,760202.7,123.8,99.3,742415.2,66.2,148.8,23.1
LMAT,2/16/2024,1391.4,38.7,30.7,1392.6,4.8,51.1,7.5
LMB,2/16/2024,470.6,16.5,11.8,489.4,4.3,25.3,0.9
LMFA,2/16/2024,8.6,-0.3,-0.3,8.8,0.2,-0.3,0.9
LMND,2/16/2024,1005.1,-3.9,-4.2,1235.5,1.7,-4.8,3.1
LMNR,2/16/2024,367.4,26,15.1,330,1.8,37.1,1.8
LMT,2/16/2024,118490.7,13.1,11.3,102473.7,15,14.8,1.5
LNC,2/16/2024,8016.3,2.7,2.7,4640.3,1.5,11.5,0.3
LND,2/16/2024,590.2,2.9,2.7,492.4,1.1,9.1,1.9
LNG,2/16/2024,60658.9,3.6,3.2,38208.9,9.2,3.1,1.5
LNKB,2/16/2024,108.9,48.2,30.9,111.8,0.8,64.6,3.3
LNN,2/16/2024,1335.4,13.2,11.1,1361.7,2.9,19.7,2.1
LNSR,2/16/2024,29.7,-2.3,-3.3,52.2,1.4,-4,1.3
LNT,2/16/2024,21829.4,19.8,12.3,12382.4,1.8,17.6,3.1
LNTH,2/16/2024,3882.5,34.1,22.7,3935.4,5.6,37.8,3.3
LNW,2/16/2024,11038.2,23.8,12.5,8078.2,8.4,64.1,2.9
LNZA,2/16/2024,664.6,-4.9,-5.1,725.4,5.6,-4.8,13.5
LOAN,2/16/2024,82.5,9.2,9.2,55.2,1.3,9.1,5.1
LOB,2/16/2024,1245.7,18.9,14.3,1758.4,2.1,29.5,4.6
LOCL,2/16/2024,269.2,-4.3,-5.5,21.3,0.3,-0.3,0.8
LOCO,2/16/2024,559.9,13.4,9.9,305.8,1.2,11,0.6
LODE,2/16/2024,58.6,-3.4,-4,55.4,0.8,-2.8,64.6
LOGI,2/16/2024,11886.4,22.4,19.1,13299,6.1,27.4,3.1
LOMA,2/16/2024,839.7,5,3.7,742.4,1.4,83.3,1.1
LOOP,2/16/2024,131.2,-12.6,-13.3,138.3,7.3,-13.1,1162.2
LOPE,2/16/2024,3857.3,14.9,13.2,3904.5,5.4,19,4.1
LOVE,2/16/2024,497.5,19.3,8.3,373.4,2,19.9,0.5
