ticker,date,ev,evebit,evebitda,marketcap,pb,pe,ps
SQ,2/16/2024,40527.4,-155.9,132,40309.1,2.3,-142.9,1.9
SQFT,2/16/2024,109,4.3,3.5,14.3,0.2,0.9,0.8
SQM,2/16/2024,12711.8,2.3,2.3,12388.1,2.5,3.2,1.2
SQNS,2/16/2024,232.5,-15.4,-87.2,175.7,19.9,-6.1,3.9
SQSP,2/16/2024,4733.2,-35.4,-46.9,4296.6,-14.9,-17.4,4.4
SR,2/16/2024,8014.6,18.1,11.4,3267.1,1.1,16.6,1.3
SRAD,2/16/2024,11073.1,459.7,49.5,11349.5,13.6,-501.5,13
SRBK,2/16/2024,28.3,15.7,12.9,91.2,0.5,58.7,6.1
SRCE,2/16/2024,1507.5,9.1,8.3,1241.2,1.3,9.7,3.4
SRCL,2/16/2024,6343.2,64.5,20,4597.5,1.9,-1021.7,1.7
SRDX,2/16/2024,451.5,33.9,19.9,445.4,3.6,80.7,3.2
SRE,2/16/2024,73524.3,15.8,10.8,44361.3,1.6,16.2,2.7
SRFM,2/16/2024,119.6,-1.6,-1.6,80.3,2.8,-1.1,4
SRG,2/16/2024,823.5,-83.9,73.8,538.3,1,-7.6,15.6
SRI,2/16/2024,663.4,95.3,19.9,506.1,1.9,-63.4,0.5
SRL,2/16/2024,84.7,-4.1,-6,118.4,0.5,-6.1,3
SRM,2/16/2024,10.4,29,28.8,13.7,3.1,41.6,2.3
SRPT,2/16/2024,13421.9,-20.3,-22.2,12592.3,16.5,-18.2,11.4
SRRK,2/16/2024,1138.2,-7.2,-7.7,1144.9,6.8,-7.2,
SRTS,2/16/2024,57.5,-77,-180.8,77.2,1.7,-86.2,3.1
SRZN,2/16/2024,-6.2,0.2,0.2,24.2,0.5,-0.7,1.9
SSB,2/16/2024,6068.4,9,8.2,6492.2,1.2,12.2,4
SSBK,2/16/2024,150.6,3.5,3.4,220.2,1.1,6.5,2.6
SSD,2/16/2024,8314,17.3,14.7,8269.6,5,23.2,3.8
SSKN,2/16/2024,25,-4.4,98.4,17.8,1.1,-2.5,0.5
SSL,2/16/2024,10078,8.2,8.2,5291.9,0.5,11.3,0.3
SSNC,2/16/2024,22332.9,17,11.2,15707.3,2.6,25.3,2.9
SSNT,2/16/2024,71.5,-37.6,-132.4,76.8,10.9,-50.9,1.5
SSP,2/16/2024,3516.6,-8.1,-12.7,517,0.4,-0.7,0.2
SSRM,2/16/2024,894.8,3.7,2,1001.1,0.3,4.7,0.8
SSSS,2/16/2024,107.3,14.7,14.7,107.1,0.5,59.6,19.1
SST,2/16/2024,644.9,-3.1,-7.6,243.4,1.2,-1,0.4
SSTI,2/16/2024,233.7,-42.1,47.9,232.5,3.4,-31.4,2.7
SSTK,2/16/2024,1600.4,12.4,7.7,1614.2,3,13.6,1.8
SSY,2/16/2024,4.9,-0.7,-1,6.3,0.5,-1,0.2
SSYS,2/16/2024,807.5,-7.5,-14.8,892.9,1,-8.1,1.4
ST,2/16/2024,8005.1,14.7,9.4,5097.6,1.6,16.4,1.3
STAA,2/16/2024,1414.5,62.6,50.7,1506,4,77.5,4.9
STAF,2/16/2024,36.7,-2,-2.6,2.6,0.3,-0.1,0
STAG,2/16/2024,9743.5,33.9,17.2,7107.7,2.1,36.9,10
STBA,2/16/2024,1705.3,9.3,8.9,1225,1,8.3,3.2
STBX,2/16/2024,24.2,5.7,3.9,24.5,0.3,11.4,2.1
STC,2/16/2024,2084.8,31.2,16.2,1700.6,1.3,48.7,0.7
STCN,2/16/2024,-184.6,-10.2,-6.2,53.3,0.7,4.1,0.3
STE,2/16/2024,26162.3,31.9,18.8,22848.8,3.6,40.3,4.2
STEL,2/16/2024,1464.6,10,8,1333.2,0.9,11.1,2.8
STEM,2/16/2024,996.8,-7.9,-13.2,488,1.1,-3.5,1.1
STEP,2/16/2024,3945.9,43.5,28.4,3878.1,5.1,69.2,7.4
STER,2/16/2024,1672.1,52.2,17.5,1212.5,1.7,-273.6,1.7
STG,2/16/2024,52.5,0.5,0.5,113.8,5.8,1.2,0.4
STGW,2/16/2024,3579.3,46.5,16.2,1840.6,5.6,-182.7,0.7
STHO,2/16/2024,330.5,-1.2,-1.3,163.2,0.5,-0.6,1.6
STI,2/16/2024,49.8,-11.1,-13.4,49.8,12.9,-10.5,2621.1
STIM,2/16/2024,94,-3.3,-3.6,89.7,2.4,-2.7,1.3
STIX,2/16/2024,53.5,-2.2,-2.8,53.5,1,-1.7,1.2
STKH,2/16/2024,13.5,-0.5,-0.5,14.2,20.4,-0.4,
STKL,2/16/2024,1140.4,-8.6,-12.1,690.4,4.1,-4.2,0.9
STKS,2/16/2024,295.9,27.1,11.7,123.2,1.9,23.9,0.4
STLA,2/16/2024,58145.9,2.2,1.7,80051.5,0.9,3.6,0.4
STLD,2/16/2024,21288,6.1,5.4,19958.4,2.2,7.5,1
STM,2/16/2024,40876.7,8.9,6.7,41171.7,2.5,9.8,2.4
STN,2/16/2024,10605.2,28.2,18.1,9255.1,5.1,38.4,2.6
STNE,2/16/2024,5321.6,5,4.3,5185.1,1.8,25.4,2.2
STNG,2/16/2024,4694.8,6.4,5,3462.1,1.4,6.3,2.6
STOK,2/16/2024,44.8,-0.4,-0.4,235.3,1.4,-2.3,25.4
STR,2/16/2024,4463.1,36.2,11.6,3462.7,2.1,129.8,6.4
STRA,2/16/2024,2366.2,32.4,17.9,2328.1,1.5,47.5,2.1
STRC,2/16/2024,-8.4,0,0.1,14.2,0.2,-0.1,1.2
STRL,2/16/2024,2600,13.2,10.3,2594.1,4.5,19.9,1.5
STRM,2/16/2024,38.4,-2.1,-2.8,31.2,1.6,-1.6,1.3
STRO,2/16/2024,219.4,-1.4,-1.4,263.9,2.3,-1.5,5.4
STRR,2/16/2024,-3.8,-0.1,-0.1,15.2,0.3,0.6,0.2
STRS,2/16/2024,320.5,-17,-21.2,184.9,1,-8.8,7
STRT,2/16/2024,109.2,18.2,4.7,107.8,0.6,466.7,0.2
STRW,2/16/2024,560.9,20.4,10,51.1,6.1,19.5,0.5
STSS,2/16/2024,-0.8,0.1,0.1,4.8,0.5,-0.6,
STT,2/16/2024,-45458.1,-20.7,-16,21887.9,0.9,12,1.8
STTK,2/16/2024,370.4,-3.9,-4.1,407.4,3.6,-4.3,305.6
STVN,2/16/2024,9604.4,40.8,30.5,9359.8,8.1,59.8,8.4
STWD,2/16/2024,25300.2,14.5,14.1,6198.7,1,15.2,3.1
STX,2/16/2024,23218.4,-76.6,357.2,18336.4,-10.1,-25.2,2.8
STXS,2/16/2024,209.1,-10.4,-10.7,226.5,12.1,-10.7,7.7
STZ,2/16/2024,56198.6,23.3,19.2,44578.8,4.7,28.6,4.5
SU,2/16/2024,52403.6,5.6,3.7,42918.2,1.4,7.2,1.2
SUGP,2/16/2024,46.4,29.7,24.5,48,6.7,38.3,2.3
SUI,2/16/2024,23780.9,44.7,21.8,16177.9,2.1,71.1,5.1
SUM,2/16/2024,8394.2,16.6,11.5,7239.1,3.1,25.3,2.8
SUN,2/16/2024,10389.5,16.1,12.5,6305.5,6.4,16,0.3
SUP,2/16/2024,525,817.8,5.7,94.1,-1,-1.3,0.1
SUPN,2/16/2024,1491.6,36.4,11.9,1552.7,1.7,60.6,2.5
SUPV,2/16/2024,398.8,-10.1,58.5,377.7,0.9,-16.3,0.7
SURG,2/16/2024,109,5,4.8,116.2,4.9,5.6,0.8
SUZ,2/16/2024,28802.3,5.4,4.2,14168.1,1.7,4.2,1.6
SVC,2/16/2024,6569.9,21.8,9.6,1284.7,1,-61.6,0.7
SVFD,2/16/2024,0.2,0,0,2.2,0.5,-0.4,5.8
SVII,2/16/2024,333.2,35.3,35.3,334.6,-50.4,35.4,
SVM,2/16/2024,282,5.6,3.6,424.9,0.8,13.7,2.1
SVMH,2/16/2024,5.6,-10.5,-11,4.8,-9.8,-7.1,42.9
SVRA,2/16/2024,671.2,-14.4,-14.5,672.6,4.6,-13.8,
SVRE,2/16/2024,-0.5,0,0,6.7,0.7,-0.2,2.9
SVT,2/16/2024,35.3,-3.1,-3.4,33.4,1.4,-2.7,0.8
SVV,2/16/2024,4303.4,28.6,13.1,3160.9,10.1,88.6,2.1
SWAG,2/16/2024,18.9,-14.6,-675,29.9,0.8,543.6,0.4
SWAV,2/16/2024,9956.5,59.1,55.2,9691.3,16.1,39.7,14.4
SWBI,2/16/2024,673.9,17.3,9.3,617,1.7,20.9,1.2
SWIM,2/16/2024,572.1,63.9,10.3,315.6,0.8,-14.7,0.5
SWIN,2/16/2024,87.5,64.9,64,94.8,28.4,70.3,21.3
SWK,2/16/2024,20797.8,148.6,27.2,13545.1,1.5,-265.1,0.8
SWKH,2/16/2024,199.6,19.1,14.8,208.6,0.8,13.1,5.5
SWKS,2/16/2024,16778.3,16.2,10.5,16623.4,2.7,18.4,3.6
SWN,2/16/2024,11594.8,2.1,1.7,7346.8,1.1,1.4,0.9
SWSS,2/16/2024,73.9,30.3,30.3,73.8,-41.3,48.9,
SWTX,2/16/2024,3185.7,-10.4,-10.5,3277.9,8.3,-10.7,
SWVL,2/16/2024,36.7,0.9,0.8,34.9,4.3,0.8,1.6
SWX,2/16/2024,9505.8,305.2,19.7,4275.4,1.3,-21.1,0.8
SXC,2/16/2024,1294,11.1,5,923.8,1.5,16.6,0.4
SXI,2/16/2024,1968.6,11.8,10,1936.3,3.1,14,2.6
SXT,2/16/2024,3406.7,18.1,13.9,2767.3,2.6,21.6,1.9
SXTC,2/16/2024,-12.6,2.3,2.5,1,0.1,-0.2,29.4
SXTP,2/16/2024,-0.1,0,0,1.9,0.3,-0.3,24.1
SY,2/16/2024,-75.4,-21.7,618,111.3,0.3,23.2,0.6
SYBT,2/16/2024,1713.5,11.7,10.3,1404.5,1.7,12.4,4.3
SYBX,2/16/2024,9.2,-0.2,-0.2,16.6,0.4,-0.3,23.4
SYF,2/16/2024,17817.7,6.2,5.4,16094.7,1.2,7.3,2.1
SYK,2/16/2024,142850.2,38.9,35.1,132826.2,7.1,42,6.5
SYM,2/16/2024,3346.3,-143.3,-306.3,3832.3,23.9,-206,2.9
SYNA,2/16/2024,4307.4,-145,39,4178.8,3.4,-53.9,4.1
SYNX,2/16/2024,17.4,9,8.6,17.1,13.4,9.5,2.4
SYPR,2/16/2024,47.8,42.4,9.2,42.7,2,-113.3,0.3
SYRA,2/16/2024,30.9,-14.8,-15.6,28.5,-23.2,-13.5,5.1
SYRE,2/16/2024,2.1,0,0,94,-0.4,-0.3,89.2
SYRS,2/16/2024,98.5,-1,-1,151.3,4.2,-1.4,17.2
SYT,2/16/2024,212.2,35.3,18.6,88.2,1.6,24.3,0.6
SYTA,2/16/2024,1.4,-0.1,-0.1,0.8,0.1,-0.1,0.1
SYY,2/16/2024,51584.7,15.8,12.2,39577.5,16.5,19,0.5
SZZL,2/16/2024,60.8,108.4,108.4,59.8,-4.5,-443,
T,2/16/2024,269528.8,-277,15.3,121335.8,1.2,-10.5,1
TAC,2/16/2024,3468.1,4.7,2.8,1814.8,1.3,4.4,0.7
TACT,2/16/2024,66,9.6,7.9,73.5,1.9,14.5,1
TAIT,2/16/2024,14.3,6.4,5.9,19.5,1.1,11,2.8
TAK,2/16/2024,81041.8,31.7,11,45874.8,1,37.8,1.6
TAL,2/16/2024,6294.3,-123,-79.5,8507.7,2.3,-120.7,6.4
TALK,2/16/2024,280.7,-6.7,-6.9,406,3.4,-11.2,2.9
TALO,2/16/2024,2591.1,12.2,2.9,1632.9,0.8,15.7,1.2
TANH,2/16/2024,-10.8,-1.6,-1.5,3.4,0,1.2,0.1
TAOP,2/16/2024,9,-1.4,-5.9,2.7,0.3,-0.4,0.1
TAP,2/16/2024,18029.2,24.3,12.7,12651,1,49.6,1.1
TARA,2/16/2024,18,-0.3,-0.3,46.1,0.6,-0.7,
TARO,2/16/2024,1203,16.2,18.3,1585.4,0.9,34.7,2.6
TARS,2/16/2024,819.3,-7.8,-7.9,1016.3,4.8,-9.4,70.7
TASK,2/16/2024,1289.8,13.5,8.3,1092.4,2.5,24.2,1.2
TAST,2/16/2024,1724.8,28.9,12.8,514.4,2.8,55.3,0.3
TATT,2/16/2024,138.4,22.7,13.8,115.9,1.4,24.3,1.1
TAYD,2/16/2024,128.5,15.3,12.6,131.7,2.4,17.4,3.2
TBBB,2/16/2024,2883.3,94.5,37.7,2267.6,-8.4,-68.5,1.2
TBBK,2/16/2024,1579.2,6.2,6.1,2363.5,3.1,12.5,5.3
TBI,2/16/2024,214.8,-34.4,6.6,396.7,0.9,-86.7,0.2
TBIO,2/16/2024,41.8,-1.1,-1.3,9.5,0.5,-0.2,0.3
TBLA,2/16/2024,1669.4,-35.1,36.5,1641.6,1.5,-23.3,1.2
TBLT,2/16/2024,5.4,-0.1,-0.1,2.3,0.3,0,0
TBMC,2/16/2024,94.3,-23575,-23575,94.7,-60.4,-23675,
TBNK,2/16/2024,278.6,25.4,18.6,81.1,0.3,10,1.6
TBPH,2/16/2024,416.5,-7.4,-8.4,438.2,1.8,-7.7,8
TC,2/16/2024,2.7,-0.1,-0.1,3.8,0.4,-0.2,0.1
TCBC,2/16/2024,51.9,143.8,43.1,62,0.8,410.6,4
TCBI,2/16/2024,1939.5,7.9,6.8,2823.2,0.9,16.4,2.8
TCBK,2/16/2024,1728.5,9.8,8.9,1171,1.1,9.2,2.9
TCBP,2/16/2024,1,-0.4,-0.7,0.4,0.2,-0.2,0.1
TCBS,2/16/2024,103.7,-2880.6,268,45.8,0.9,6542.9,4.2
TCBX,2/16/2024,116,3,3,264.2,0.7,10.1,2
TCI,2/16/2024,418.7,4.2,3.7,323.1,0.4,4.8,6.6
TCJH,2/16/2024,14.7,-16.5,-17.8,19.2,2.2,-24.9,6.1
TCMD,2/16/2024,346.9,31.8,19.9,344.7,1.9,13.8,1.3
TCN,2/16/2024,8540.3,15.9,7.2,3025.6,0.8,14.6,3.7
TCOA,2/16/2024,114.9,25.4,25.4,114.9,-13.5,37.6,
TCOM,2/16/2024,28805.2,14.4,42.6,26952.5,1.6,18,4.9
TCON,2/16/2024,-2,0.7,0.7,5.8,-1.9,-0.5,0.6
TCPC,2/16/2024,1527.8,30.3,30.3,645.3,0.9,161.2,3.1
TCRT,2/16/2024,16.6,-0.5,-0.6,27.4,2,-0.8,1826.7
TCRX,2/16/2024,251.1,-3,-3.2,324.3,1.9,-3.7,19.2
TCS,2/16/2024,610.5,-2.9,-3.7,64,0.3,-0.3,0.1
TCTM,2/16/2024,6.1,-2.3,0.1,19.4,-0.1,-4.2,0.1
TCX,2/16/2024,590,-10.2,-49.4,238,7.9,-2.8,0.7
TD,2/16/2024,320286.6,31.7,27.9,107377.9,1.3,14.5,2.9
TDC,2/16/2024,3958.7,31.4,16.2,3656.7,30,59,2
TDCX,2/16/2024,696.7,7.1,5.6,913.1,2.6,11.8,1.9
TDG,2/16/2024,81487.5,26.4,24.3,63746.5,-18.1,47.2,9.1
TDOC,2/16/2024,4023.4,-1,-1.1,3481.7,1.5,-0.9,1.3
TDS,2/16/2024,6395.2,-26,9.6,1488.2,0.3,-2.6,0.3
TDUP,2/16/2024,234.1,-3.1,-4.6,224.2,2,-2.9,0.7
TDW,2/16/2024,4054.7,29.6,16.6,3591.1,3.5,51.2,4
TDY,2/16/2024,23131.6,22.2,17,20396.1,2.3,25.9,3.6
TEAM,2/16/2024,53725.5,-247.1,-347.7,53915.1,59.6,-140.3,13.9
TECH,2/16/2024,11682.1,44.5,31.3,11256.5,5.7,50.2,9.8
TECK,2/16/2024,24615.2,8.2,5.7,20124,1,12.5,2
TEF,2/16/2024,65852.6,10.8,10.8,22292.4,0.8,10.3,0.5
TEL,2/16/2024,47001,18.3,14,43973,3.3,13.3,2.7
TELA,2/16/2024,160.5,-4.1,-4.2,178.3,5.8,-4.1,3.4
TELL,2/16/2024,1000.4,-9.2,-60.5,565.6,1,-4.7,2.5
TELO,2/16/2024,268.4,-314.3,-314.3,267.1,122.6,-312.8,
TENB,2/16/2024,5939.2,-160.9,-506.4,5969.5,17.4,-76.4,7.8
TENK,2/16/2024,98.3,55.6,55.6,98.3,-90.8,55.6,
TENX,2/16/2024,-9.8,1.4,1.4,1.2,0.1,-0.2,
TEO,2/16/2024,5569.4,-4.3,-76.5,3329.6,0.9,-3.3,0.9
TER,2/16/2024,15104.3,25.8,21.7,15630.3,6.4,31,5.7
TERN,2/16/2024,448.6,-5.3,-5.4,485.7,1.9,-5.7,
TETE,2/16/2024,69.1,47.7,47.7,67.6,-11.9,46.7,
TEVA,2/16/2024,31523.6,64.2,19.2,14596.6,1.9,-26.1,0.9
TEX,2/16/2024,3958.3,6.1,5.6,3705.8,2.2,7.2,0.7
TFC,2/16/2024,83030.4,12,10.1,48145.4,0.8,9,2.2
TFFP,2/16/2024,6.8,-0.3,-0.3,16.4,1.2,-0.7,17.6
TFII,2/16/2024,14449.4,18.9,12,12413.5,4.8,24.6,1.7
TFIN,2/16/2024,1918.9,36.3,24.6,1800.1,2.1,47.5,4.4
TFPM,2/16/2024,2551.8,57.4,23.6,2499,1.4,59.5,12.7
TFSL,2/16/2024,8373,91.6,76.2,3755.9,2,50.9,12.5
TFX,2/16/2024,13066.3,23.3,16.4,11798.4,2.7,29.2,4
TG,2/16/2024,279.4,-3.3,-5,159.7,1,-2.2,0.2
TGAA,2/16/2024,110.5,19.8,19.8,109.3,-19,19.6,
TGAN,2/16/2024,300.4,-9,-9.4,303.8,12.8,-7.7,16.4
TGB,2/16/2024,906,15.9,9.4,444.5,1.6,46.8,1.3
TGH,2/16/2024,6827.3,17.9,10.3,2057.1,1,11.1,2.6
TGI,2/16/2024,2595.9,26.5,18.8,1127.6,-1.7,-21.3,0.8
TGL,2/16/2024,4.8,-0.5,-0.5,6,1.6,-0.6,0.1
TGLS,2/16/2024,2087.9,6.9,6.5,2037,3.9,10.1,2.4
TGNA,2/16/2024,5475.3,5.7,5.1,2883.6,1,4.7,0.9
TGS,2/16/2024,2450.7,4.9,4.2,2029.4,1.7,13.7,2.7
TGT,2/16/2024,86185.2,17,11,69069.2,5.5,19,0.6
TGTX,2/16/2024,2050.2,-159.4,-162.5,2094,12.7,-80.8,11
TGVC,2/16/2024,41.7,-23.8,-23.8,41.2,-7.5,-17.3,
TH,2/16/2024,1094.2,4.4,3.1,971.9,2.9,5.8,1.6
THAR,2/16/2024,-2.3,0.3,0.3,0.3,0.2,0,
THC,2/16/2024,23222.1,14.1,9.2,9234.1,6.3,19.7,0.5
THCH,2/16/2024,443.7,-4.2,-5.2,227.5,-11.4,-2.1,1.1
THCP,2/16/2024,103.2,19.5,19.5,103.4,-7.8,27.2,
THFF,2/16/2024,592.1,7.7,7.1,450.1,1,6.9,2.2
THG,2/16/2024,5347.9,-60.7,-67.1,4859.4,2.3,-57.7,0.8
THM,2/16/2024,112,-31.9,-31.9,114.4,2,-32.6,
THMO,2/16/2024,7.7,-1.4,-1.7,3.4,0.7,-0.2,0.3
THO,2/16/2024,7290.6,15,9.5,6374.8,1.6,21.9,0.6
THR,2/16/2024,1102.3,15,12.1,928.5,2,18.9,1.9
THRD,2/16/2024,136.3,-3.8,-3.9,406.5,1.5,-11.5,
THRM,2/16/2024,1715.9,37.4,17.4,1638.2,2.5,90.8,1.1
THRY,2/16/2024,1118.4,118.7,14.2,751.8,1.9,-14.4,0.8
THTX,2/16/2024,71.5,-6.2,-8,39.9,-1.3,-1.9,0.7
TIGO,2/16/2024,9662.9,11.3,4.4,2732.9,0.8,-59.4,0.5
TIGR,2/16/2024,-870.1,-17.5,-177.2,629.1,1.3,17.7,2.8
TIL,2/16/2024,151.8,-0.8,-0.8,76.5,0.3,-0.4,
TILE,2/16/2024,1184.1,26.2,13.1,781,2,2257.2,0.6
TIMB,2/16/2024,11608.2,12.9,5.1,8545.4,1.7,25.5,2
TIPT,2/16/2024,398.2,4.9,3.5,611.9,1.5,77,0.4
TIRX,2/16/2024,-34.2,12.9,13.4,2.4,0.1,-0.9,2.1
TISI,2/16/2024,354.6,2.2,1.8,28,0.4,0.3,0
TITN,2/16/2024,687.8,4.4,3.7,610.5,1,5.7,0.2
TIVC,2/16/2024,-3,0.4,0.4,1.8,0.3,-0.2,1.5
TIXT,2/16/2024,4716.5,23.2,8.9,3093.5,1.5,57.3,1.1
TJX,2/16/2024,119962.9,22.5,19.1,111733.9,16.4,27.2,2.1
TK,2/16/2024,792.6,3.7,2.6,809.2,1.2,5,0.5
TKC,2/16/2024,6151.7,11.7,3.8,4716.8,1.4,22,1.5
TKLF,2/16/2024,75.1,-17.7,-53,8.7,0.3,-1.4,0.1
TKNO,2/16/2024,127.4,-3.2,-3.7,128.7,1.3,-3.3,3.5
TKO,2/16/2024,17646.8,32.6,28.7,14813.1,3.6,38.2,13
TKR,2/16/2024,7662.4,11.2,8.8,5764.8,2.3,13.3,1.2
TLF,2/16/2024,38.5,13.3,5.2,37.3,0.7,16.4,0.5
TLGY,2/16/2024,230.6,39.6,39.6,228.9,-19.8,39.3,
TLIS,2/16/2024,-36.1,0.5,0.5,31.8,0.4,-0.4,14.5
TLK,2/16/2024,28429.5,12.7,12.7,26360.5,3,19,2.7
TLPH,2/16/2024,7.8,-0.4,-0.4,21.2,1.2,-0.8,34.1
TLRY,2/16/2024,1810.4,-1.3,-1.4,1426,0.4,-1,2
TLS,2/16/2024,197.5,-4.4,-5.3,285.5,1.7,-6.2,1.9
TLSA,2/16/2024,35.4,-2.3,-2.3,53.2,2.7,-3.5,
TLSI,2/16/2024,218.7,-2.8,-2.9,238.4,28.1,-3.1,9.5
TLYS,2/16/2024,425.3,-22.3,-71.6,225.1,1.4,-16,0.4
TM,2/16/2024,499827.6,11.9,8.9,306614.3,1.4,10,1
TMC,2/16/2024,352.8,-2.6,-2.6,375.3,6.8,-2.8,
TMCI,2/16/2024,1019.2,-24,-28.6,957.2,6.9,-20.1,5.5
TMDX,2/16/2024,3024,-104.1,-135.8,2936,23.2,-82.1,15.3
TME,2/16/2024,23001.9,30,36.7,23855.2,3.2,36.6,6.2
TMHC,2/16/2024,7346.7,6.4,6.2,5882.8,1.1,6.7,0.7
TMO,2/16/2024,240803.2,32,22,211670.2,4.7,35.6,4.9
TMP,2/16/2024,948,52.9,32.4,735.3,1.2,52.3,3.3
TMQ,2/16/2024,69.1,-4.6,-4.6,71.7,0.5,-4.8,
TMST,2/16/2024,688,8.3,4.9,889,1.2,25.5,0.7
TMTC,2/16/2024,86.3,-86300,-86300,86.4,2273.7,-86400,
TMUS,2/16/2024,294559.4,20.5,10.8,190385.4,2.9,22.9,2.4
TNC,2/16/2024,2038,14.5,10.7,1894.5,3.5,18.5,1.5
TNDM,2/16/2024,1931,-9.9,-10.7,1592.4,5.1,-7.6,2.1
TNET,2/16/2024,6012.2,11.1,9.7,6431.2,82.5,17.1,1.3
TNGX,2/16/2024,1200.9,-12,-12.8,1220.8,4.4,-12.2,32.5
TNK,2/16/2024,1979.3,3.4,2.9,1975.9,1.4,3.6,1.4
TNL,2/16/2024,8220.9,11.4,9.7,2990.9,-2.9,8.3,0.8
TNON,2/16/2024,0.3,0,0,3,1.2,-0.1,1.3
TNP,2/16/2024,2094.3,8.2,5.6,735.9,0.5,4.4,0.9
TNXP,2/16/2024,3.3,0,0,9.1,0.1,-0.1,2.3
TNYA,2/16/2024,360.4,-2.8,-3.1,430.5,2.6,-3.4,
TOI,2/16/2024,233.6,-3.6,-3.9,143.8,2,-1.9,0.5
TOL,2/16/2024,12198.4,6.6,6.4,10638,1.6,7.8,1.1
TOMZ,2/16/2024,15.9,-5.5,-6.7,16.5,1.7,-5.7,1.9
TOON,2/16/2024,85.7,-1.2,-1.4,53.8,0.7,-0.7,1
TOP,2/16/2024,85.5,16.5,16.1,110.6,2.8,21.2,9.5
TOPS,2/16/2024,261.9,7.7,4.7,24.7,0.2,4,0.3
TORO,2/16/2024,-31.3,-0.2,-0.2,118.7,0.7,0.9,1.5
TOST,2/16/2024,11629.5,-36.2,-39.7,12111.5,10.5,-39.1,3.4
TOUR,2/16/2024,35.3,7.4,-1.5,80.7,0.5,20,1.6
TOVX,2/16/2024,-21,1,1,8,0.2,-0.4,
TPB,2/16/2024,683,20,18.3,403.8,2.9,33.5,1
TPC,2/16/2024,1053.1,-4.9,-6.2,480.2,0.4,-2.2,0.1
TPCS,2/16/2024,41.5,-26.2,64.2,29.2,2.2,-15.2,0.9
TPET,2/16/2024,3.9,-0.7,-0.7,4.2,0.4,-0.6,
TPG,2/16/2024,12562.5,77,77,13356.5,25,147.5,7.2
TPH,2/16/2024,3907.1,7,6.7,3374.5,1.2,8.2,0.8
TPHS,2/16/2024,241.1,-35.1,397.2,6.9,-5.9,-0.2,0.2
TPIC,2/16/2024,286.3,-1.1,-1.3,125.2,-0.8,-0.5,0.1
TPL,2/16/2024,10948.7,21.9,21.3,11602.9,12,29.6,18.8
TPR,2/16/2024,13036.8,10.8,9.4,10530.2,4,11.3,1.6
TPST,2/16/2024,82.7,-2.8,-3,72.8,-61.2,-2.3,
TPVG,2/16/2024,875.7,62.3,62.3,395.5,1.1,-17.3,2.8
TPX,2/16/2024,11891.7,18.9,15.6,8734.3,40.8,22.2,1.8
TR,2/16/2024,2243.6,19.6,16.9,2276.7,2.8,25.9,3
TRAK,2/16/2024,203.5,32.2,26.8,226.2,4.9,42.8,11.4
TRC,2/16/2024,452.5,53.7,35.6,447,1,121.3,9.7
TRDA,2/16/2024,493,-23.7,-27.1,479.8,1.9,-22,5.5
TREE,2/16/2024,1005,-6.5,-7.8,469.5,4.6,-3.2,0.6
TREX,2/16/2024,9939.1,37.8,32,9867,14.3,51,9
TRGP,2/16/2024,34444.9,14.4,9.2,21632.7,7.9,25.9,1.3
TRI,2/16/2024,75733.7,23.2,22.4,73010.7,6.6,27.1,10.7
TRIB,2/16/2024,80.6,-4.6,-5.7,19.8,-1.1,-0.7,0.3
TRIN,2/16/2024,1138.9,11.2,11.2,620.4,1.1,10.8,3.5
TRIS,2/16/2024,178.5,20.8,20.8,178.1,-80.7,20.7,
TRMB,2/16/2024,17939.2,34.1,23.8,14998.2,3.5,44.9,4
TRMD,2/16/2024,3702.1,4.9,4.1,2884.8,1.8,4.2,1.8
TRMK,2/16/2024,1834.1,9.3,7.9,1659.7,1,10,2.3
TRML,2/16/2024,801.2,-12.8,-13.1,867.6,6.1,-13.8,
TRN,2/16/2024,7841.3,22.8,12.4,2172.9,2.2,29.2,0.8
TRNO,2/16/2024,6122.6,34.7,26,5517.3,1.9,36.6,17.1
TRNR,2/16/2024,16.9,-0.3,-0.3,9.3,-33.9,-0.2,9.6
TRNS,2/16/2024,945.7,57.3,32.6,961.7,4.4,92.3,3.8
TRON,2/16/2024,74.6,-29.6,-29.6,74.6,-6.5,-29.6,
TROO,2/16/2024,189.2,-551.6,116.3,192,3.1,-554.9,49.5
TROW,2/16/2024,22057.7,10,9,24327,2.6,15,3.8
TROX,2/16/2024,4932.3,24.1,10.3,2223.3,1.1,-8.1,0.8
TRP,2/16/2024,85092.6,16.1,11.6,41001.5,1.9,19.6,3.5
TRS,2/16/2024,1455.2,17.8,10.5,1044.5,1.5,20.4,1.2
TRST,2/16/2024,179.7,1.9,1.7,538.4,0.9,7.7,2.7
TRT,2/16/2024,17.3,13.5,2.5,24.3,0.8,27.2,0.6
TRTL,2/16/2024,278,22.7,22.7,277.3,-23.3,22.7,
TRTX,2/16/2024,3382.3,-39.1,-40.2,439.2,0.4,-4.4,3.6
TRU,2/16/2024,19488.7,90.8,26.5,14541.1,3.6,-87.7,3.8
TRUE,2/16/2024,213.9,-3.2,-4.8,339.5,2.1,-5.1,2.2
TRUG,2/16/2024,24.4,-3.4,-3.6,22.4,-2.9,-2.7,1.6
TRUP,2/16/2024,910.9,-21.5,-30.4,950.6,3.3,-18.3,0.9
